title;authors;abstract;publication_date;journal_name;doi;pdf_url
Wildland fire evacuations in Canada from 1980 to 2021;['Amy Cardinal Christianson', 'Lynn M. Johnston', 'Jacqueline A. Oliver', 'David Watson', 'David Young', 'Heather MacDonald', 'John Little', 'Bruce Macnab', 'Noemie Gonzalez Bautista'];Background Every year, people in Canada are evacuated due to wildland fires to avoid death, injury, and illness from fire and smoke events.Aims In this paper, we provide an overview of evacuations recorded in the Canadian Wildland Fire Evacuation Database between 1980 and 2021.Methods Our analysis covers evacuations in Canada from 1980 to 2021. We provide summary statistics including number of evacuations and evacuees, evacuation duration, seasonality, evacuation causes, community types, structure losses, and fatalities. We also investigate temporal and spatial patterns.Key results Between 1980 and 2021, there were 1393 wildland fire evacuation events with 576,747 people evacuated. During this period, there was an overall increase in frequency of evacuations, number of evacuees, and duration of events. Structure loss occurred during 194 evacuation events, with 4105 homes burned. We estimate wildland fire evacuations cost at least CAD3.7billion (excluding structural losses), jumping to CAD4.6billion if we include productivity losses. Indigenous peoples are disproportionately impacted in wildfire evacuations compared to the general Canadian population.Conclusions Wildland fire evacuations continue to occur across Canada and are increasing.Implications The findings from this study give us a better understanding of the characteristics of wildland fire evacuations, which can help guide emergency management.;2024/06/18;International Journal of Wildland Fire;10.1071/WF23097;https://www.publish.csiro.au/wf/pdf/WF23097
Characterising spatial clusters of forest fire activity in the Western Himalayan region of India: implications for conservation and management;['Shanti Kumari', 'Shailja Mamgain', 'Arijit Roy', 'H. C. Prince'];Background Forest fires in Western Himalaya have exhibited changing patterns over past years due to climatic change and human activities. Understanding these fire patterns is essential for developing effective conservation and management strategies.Aim This study characterises spatial clusters of forest fires and analyses their spatio-temporal patterns across Western Himalaya using long-term data (2005–2022) on fire events, burned area and climatic variables.Method The study employs Getis-Ord Gi* and Anselin Local Moran’s I statistics to identify significant spatial clusters of forest fire activity. Furthermore, time-series analysis combined with the Mann–Kendall test are utilised to evaluate the relationship between fire events and climatic and edaphic variables.Key result Analysis revealed statistically significant clusters of forest fires concentrated in low to mid-elevation regions, which comprise 27–32% of total forest area. These burned areas are primarily located in Uttarakhand and parts of Himachal Pradesh, particularly in the central and south-eastern districts of Pauri and Tehri, indicating a heightened risk of forest fires.Conclusion Identification of forest fire clusters and the assessment of contributing factors provide crucial insights into the underlying causes of their activity in the Western Himalaya.Implication Findings of this study will be instrumental in developing targeted mitigation strategies to protect vulnerable ecological resources in Western Himalaya.;2025/02/20;International Journal of Wildland Fire;10.1071/WF23163;https://www.publish.csiro.au/wf/pdf/WF23163
An offline coupling of fire spread models to simulate the 2021 Marshall Fire;['Fernando Szasdi-Bardales', 'Kasra Shamsaei', 'Timothy W. Juliano', 'Branko Kosovic', 'Hamed Ebrahimian', 'Negar Elhami-Khorasani'];Background Existing fire spread models focus exclusively on wildland or urban fire simulation.Aims This study aims at an offline coupling of two fire spread models to enable a continuous simulation of a wildfire incident transitioning from wildland into wildland–urban interface (WUI) communities, evaluate the effects of wind input on simulation results and study the influence of building types on fire spread patterns.Methods The selected models are WRF-Fire, a wildland fire behaviour simulation platform, and SWUIFT, a model for fire spread inside the WUI. The 2021 Marshall Fire serves as the case study. A map of the fire’s timeline and location is generated using public information. Three simulation scenarios are analysed to study the effects of wind input resolution and building type on the predicted fire spread and damage.Key results The most accurate results are obtained using a high-resolution wind input and when incorporating different building types.Conclusions The offline coupling of models provides a reliable solution for fire spread simulation. Fire-resistant buildings likely helped limit community fire spread during the Marshall Fire.Implications The research is a first step toward developing simulation capabilities to predict the spread of wildfires within the wildland, WUI and urban environments.;2025/01/23;International Journal of Wildland Fire;10.1071/WF24027;https://www.publish.csiro.au/wf/pdf/WF24027
Burning poop: chemical composition and carbon dynamics of large herbivore dung burned in African savanna fires;['C. Sánchez-García', 'C. Santín', 'T. Strydom', 'X. L. Otero', 'S. H. Doerr'];Background Fire and herbivores are essential to savanna ecosystems, consuming vegetation and recycling nutrients. Fire volatilises some elements and makes others readily available through ash, while herbivores redistribute nutrients via dung (excrement, faeces).Aims We investigate, for the first time, fire’s role in consuming dung and affecting nutrient cycling.Methods We examined the chemical characteristics of wild large herbivore dung (buffalo, elephant, giraffe, wildebeest, zebra) burned during African savanna fires (Kruger National Park, South Africa) and estimated carbon and nutrients losses from dung burning.Key results Smouldering combustion of dung led to high carbon loss to the atmosphere (C: 41% and 4.1% in unburned and burned dung) and high enrichment of nutrients (e.g. Ca, P) and metals (e.g. Cu, Fe, Zn) in the burned residue. Flaming combustion of grass resulted in lower carbon loss (C: 43% and 23% in vegetation and ash), leaving more carbon in the ash and lower relative enrichment of other nutrients and metals.Conclusions Burned dung forms nutrient hotspots with physicochemical characteristics distinct from vegetation ash.Implications Taking dung from wild or domestic herbivores into account in fuel inventories can improve estimations of fire-related carbon emissions and provide better understanding of fire impacts on nutrients cycling.;2025/03/18;International Journal of Wildland Fire;10.1071/WF24162;https://www.publish.csiro.au/wf/pdf/WF24162
Fire weather severity in southern Africa is increasing faster and more extensively in the late than in the early dry season;['Sílvia Catarino', 'João M. N. Silva', 'Alana K. Neves', 'Duarte Oom', 'José M. C. Pereira'];Background In African savannas, the most intense fires occur during the late dry season, when fuel availability is high and atmospheric relative humidity low. The Fire Weather Index (FWI) system has been used to measure the effort required for fire suppression and explore the impact of climate on fires.Aims This study assesses trends in FWI system indices from 1979 to 2022 and their influence on burned area (BA).Methods We employed the Theil–Sen slope estimator and contextual Mann–Kendall test to evaluate the presence of significant trends in FWI system indices during the early dry season (EDS) and late dry season (LDS), and assessed how trends in BA depend on fire weather.Key results We found distinct patterns in fire weather trends between the EDS and LDS, the LDS showing more widespread areas of increasing trends. However, only 28% of the regression analyses showed significant relationships with BA, suggesting a moderate influence of the FWI system on BA interannual variance.Conclusions Fire weather severity is increasing faster and more extensively during the LDS than the EDS. Additional factors play a significant role in shaping BA trends. Proactively managing anthropogenic fires during the moister EDS can help mitigate fire intensity, reduce emissions and support biodiversity conservation efforts.;2025/03/13;International Journal of Wildland Fire;10.1071/WF24002;https://www.publish.csiro.au/wf/pdf/WF24002
Integrating an urban fire model into an operational wildland fire model to simulate one dimensional wildland–urban interface fires: a parametric study;['Dwi M. J. Purnomo', 'Yiren Qin', 'Maria Theodori', 'Maryam Zamanialaei', 'Chris Lautenberger', 'Arnaud Trouvé', 'Michael J. Gollner'];Background Wildland fires that occur near communities, in the wildland–urban interface (WUI), can inflict significant damage to urban structures. Although computational models are vital in wildfires, they often focus solely on wildland landscapes.Aim We conducted a computational study to investigate WUI fire spread, encompassing both urban and wildland landscapes.Methods We developed a 1D landscape-scale semi-physical model by integrating a semi-physical urban fire spread model into an Eulerian level set model of wildfire. The model includes ignition and spread through radiation, direct flame contact and ember deposition.Key results Through a parametric study, we compare the relative change of spread rate from various structural properties and landscape layouts represented by model parameters, highlighting the significant impact of fire-resistant structure materials over surface treatments. Layout configurations play a pivotal role in fire spread, with isolated islands of combustibles effective in reducing spread rate, aligning with existing mitigation strategies.Conclusion Despite using a 1D domain and limitations on spatial and temporal variability, our model provides insights into underlying phenomena observed in WUI fires and their mitigation. It offers early-stage development of strategies for managing structure materials and landscape layouts.Implications Our model and findings provide insights into WUI fire dynamics, paving the way for advanced mitigation strategies.;2024/10/18;International Journal of Wildland Fire;10.1071/WF24102;https://www.publish.csiro.au/wf/pdf/WF24102
Fire for the future: governance of market-based savanna fire management projects in Arnhem Land, northern Australia;['Taegan Calnan', 'Dean Yibarbuk', 'Jeremy Russell-Smith'];Background Developing effective participatory community-based governance is a key challenge for delivering equitable outcomes in market-based carbon and ecosystem services projects.Aim To explore Indigenous participants’ perspectives concerning implementation of representative community-based governance model for the longest running and largest market-based savanna fire management (SFM) project in northern Australia, the Arnhem Land Fire Abatement (ALFA) projects.Methods The study employed semi-structured interviews conducted between 2020–2022 exploring governance priorities and outcomes with 20 Indigenous participants occupying ALFA project leadership positions.Key results The ALFA governance model, involving participation of Indigenous Ranger Groups (IRGs) and representation of traditional Landowners as Directors on an entirely Indigenous-led Board, was considered to provide effective SFM project oversight and broader community acceptance. Identified benefits included supporting local cultural fire and land management responsibilities, regional networking, collective decision-making for benefit-sharing arrangements. Expressed concerns included potential for external IRG hosting institutions to diminish decision-making responsibilities of traditional Landowners, and preference for local IRG’s to strengthen links to traditional Landowners to promote broad community benefits.Conclusions The principles of the Indigenous representative and participatory ALFA governance model serve as an instructive example for local communities in other regional settings seeking to leverage emergent development opportunities through ecosystem service economies.;2024/11/21;International Journal of Wildland Fire;10.1071/WF24129;https://www.publish.csiro.au/wf/pdf/WF24129
Short-term impacts of operational fuel treatments on modelled fire behaviour and effects in seasonally dry forests of British Columbia, Canada;['Kea H. Rutherford', ' Bianca N. I. Eskelson', ' Lori D. Daniels', ' Valerie LeMay', ' Gregory A. Greene', 'Robert W. Gray'];"Background In response to increasing risk of extreme wildfire across western North America, forest managers are proactively implementing fuel treatments.Aims We assessed the efficacy of alternative combinations of thinning, pruning and residue fuel management to mitigate potential fire behaviour and effects in seasonally dry forests of interior British Columbia, Canada.Methods Across five community forests, we measured stand attributes before and after fuel treatments in 2021 and 2022, then modelled fire behaviour and effects using the Fire and Fuels Extension to the Forest Vegetation Simulator.Key results For our study area, field measurements combined with fire behaviour modelling indicated: (1) low-intensity thinning from below reduced potential of passive crown fire, whereas high-intensity thinning reduced potential of passive and active crown fire; (2) pruning after thinning from below did not further reduce potential of passive crown fire; and (3) chipping or pile burning of residue fuel mitigated potential of passive crown fire, but fire effects associated with chipping remain a concern.Conclusions and implications There is limited prior research on the impacts of fuel treatments in western Canada. This research contributes to better understanding the potential impacts of fuel treatments in the fire-prone forests of interior British Columbia.";2025/02/05;International Journal of Wildland Fire;10.1071/WF24096;https://www.publish.csiro.au/wf/pdf/WF24096
Simulating wildfire spread based on continuous time series remote sensing images and cellular automata;['Huajian Zhuang', 'Naian Liu', 'Xiaodong Xie', 'Xuan Xu', 'Mengmeng Li', 'Yang Zhang', 'Rui Wang'];"Background Acquiring behaviour parameters of wildfire propagation and developing firefighting strategies necessitate a precise and efficient simulation method; fireline coordinates and rate of spread (ROS) are two crucial parameters closely associated with simulation precision.Aims This study proposes an adaptive simulation method for wildfire propagation by integrating continuous time series remote sensing images with a cellular automata (CA) model.Methods The ROS in each direction is calculated using continuous time fireline coordinates derived from multi-source remote sensing images. A time-adaptive propagation algorithm is developed based on the CA model (time-adaptive cellular automata, TCA). Vegetation distribution information is derived to establish a simulation system for verification experiments.Key results The TCA model demonstrated satisfactory simulation performance, with a prediction accuracy of 92.2% for burned area and 87.3% for fireline length within local regions in the MuLi Forest Fire and effectively characterised gradual spread based on low ROS.Conclusion The adaptive simulation method produces fairly precise results and demonstrated its capability to achieve localised and gradual propagation. This software serves as a powerful tool for wildland surface fire prevention and control.Implications The adaptive simulation method based on continuous time remote sensing images and the CA model are essential for accurately predicting wildfire propagation.";2025/01/16;International Journal of Wildland Fire;10.1071/WF24130;https://www.publish.csiro.au/wf/pdf/WF24130
The potential of using magnetic susceptibility to identify past wildfires in Australia;['Annika V. Herbert'];Fully understanding the causes and frequency of wildfires has never been more important than it is today, with potentially thousands of lives at risk from wildfire smoke in Australia alone. Until now wildfire frequency in Australia has been estimated based solely on observed fire events, records that barely cover the last century. This coverage is severely inadequate for a reliable estimation of wildfire frequency. Here, it is suggested that records of magnetic susceptibility may help extend the wildfire records used, which will significantly increase the confidence level of estimated wildfire frequency. With Australian soils being rich in iron, the main factor limiting the use of magnetic susceptibility appears to be rainfall. Additionally, the magnetic susceptibility records of several sites may respond more to local hydrology or organic matter content than to wildfires, possibly owing to insufficient heating of the soil. A comprehensive field study is thereby suggested, which will determine which site characteristics have the most significant influence on magnetic susceptibility records in Australia. This will enable more detailed studies to be conducted and will extend Australia’s fire records.;2025/02/14;International Journal of Wildland Fire;10.1071/WF24093;https://www.publish.csiro.au/wf/pdf/WF24093
The influence of wildfire risk reduction programs and practices on recreation visitation;['Eric M. White', 'Samantha G. Winder', 'Spencer A. Wood'];Background The increasing extent and severity of uncharacteristic wildfire has prompted numerous policies and programs promoting landscape-scale fuels reduction.Aims We used novel data sources to measure how recreation was influenced by fuels reduction efforts under the US Forest Service Collaborative Forest Landscape Restoration (CFLR) Program.Methods We used posts to four social media platforms to estimate the number of social media user-days within CFLR landscapes and asked: (1) did visitation within CFLR Program landscapes between 2012 and 2020 change in a manner consistent with the pattern on nearby lands, and (2) was there a relationship between the magnitudes of specific fuel treatment activities within CFLR landscapes and visitation to that landscape?Key results In aggregate, visitation to the CFLR landscapes changed at a rate mirroring the trend observed elsewhere. Within CFLR landscapes, pre-commercial thinning and pruning had slight positive influences on visitation whereas prescribed burning and managed wildfire had slight negative influences.Conclusions Fuel treatments can have a modest influence on visitation, but we didnot find any wholesale changes in visitation within CFLR landscapes.Implications Social media and other novel data sources offer an opportunity to fill in gaps in empirical data on recreation to better understand social-ecological system linkages.;2024/11/28;International Journal of Wildland Fire;10.1071/WF24036;https://www.publish.csiro.au/wf/pdf/WF24036
A comment on the use of visually assessed fuel hazard ratings and scores for Australian fire management and research;['Miguel G. Cruz'];Background Assessment of fuel hazard has become the dominant method of describing Australian forest fuel complexes, despite a lack of evidence supporting the veracity of its underpinning assumptions.Aims To analyse and discuss the merits of fuel hazard ratings and scores in representing measurable fuel characteristics, such as fuel load and fire behaviour potential.Methods Published findings were reviewed, and available data analysed to investigate the validity of the Australian fuel hazard assessment concepts.Key results Multiple published studies showed the Australian fuel hazard assessment methods to be subjective and non-replicable. All available evidence shows no relationship between fuel hazard ratings and fuel quantity. No relationship between the ratings and fire behaviour potential was found.Conclusions The principles underpinning the use of fuel hazard ratings for fuel assessment were shown to be unfounded. The ratings cannot be converted into physical fuel characteristics or fire behaviour potential, and its application in Australian fire management is unwarranted.;2024/07/02;International Journal of Wildland Fire;10.1071/WF23164;https://www.publish.csiro.au/wf/pdf/WF23164
Population structure, growth and reproduction in two species of Tympanocryptis (Agamidae);['Lyn Nelson', 'Paul D. Cooper'];Two threatened species of Tympanocryptis (T. lineata and T. osbornei) (the grassland earless dragon clade) are compared for population structure, growth and reproduction from sites around the Australian Capital Territory (ACT) and near Cooma in New South Wales (NSW). Both species showed similar proportions of adults, intermediates and juveniles, as well as similar proportions of adult males and females. Growth patterns had a rapid increase in snout–vent length (SVL) in juveniles. Predicted adult SVL was the same in both species, and females in both species had greater SVL than males. In one year, the appearance of juveniles in the populations was later in T. osbornei than in T. lineata, but that may have been a result of cooler temperatures in the austral summer. Body condition was slightly better in adults of T. osbornei than T. lineata as the former were heavier and shorter. Longevity in the field was similar for both species, being slightly greater than two years, but reproduction may have occurred only once during their lifetime. Colouration associated with reproduction appeared to be the same for both species. Future work can use this information to determine how populations of Tympanocryptis sp. vary in response to environmental changes.;2025/05/01;Australian Journal of Zoology;10.1071/ZO24034;https://www.publish.csiro.au/zo/pdf/ZO24034
Determination of population age structure from the survivorship of individuals of unknown ages in unicorns and platypuses;['J. W. Macgregor', 'P. A. Fleming', 'O. Wade', 'R. Donaldson', 'K. S. Warren'];Population age structure is an important parameter for wildlife population modelling. However, for many species it is not possible to accurately assess the age of adult individuals. We present a hypothetical example to illustrate a previously described method of determining population age structure from the survivorship of individuals of unknown ages that to our knowledge is unused in the fields of zoology and ecology. We then apply this method to data collected over 10years for a population of wild platypuses (Ornithorhynchus anatinus), a species whose adult individuals cannot be accurately aged and for which only limited data on life history characteristics are available. Our results show a lower mortality rate over the first years of life of platypuses than the one previous study available for comparison, and suggested a Type I or Type III survivorship curve.;2025/03/28;Australian Journal of Zoology;10.1071/ZO24027;https://www.publish.csiro.au/zo/pdf/ZO24027
A northernmost occurrence record of Shepherd’s beaked whale (Tasmacetus shepherdi) – a molecular identification from Exmouth, Western Australia;['Melissa A. Millar', 'Kelly A. Waples', 'Holly C. Raudino', 'Kym Ottewell'];Shepherd’s beaked whale (Tasmacetus shepherdi) is one of the least known beaked whales. Its distribution has been described as circumpolar, between latitudes 26°S and 50°S in the Southern Hemisphere based on scarce at-sea sightings and strandings. In March 2024, the remains of a cetacean were found in the Jurabi Coastal Park in North West Cape, Western Australia, 21°48′S, 114°06′E. Heavy predation on the carcass did not allow morphological identification. DNA sequencing was used to verify its identity as T. shepherdi, representing a 600km extension to the previous northernmost record for this species.;2025/03/17;Australian Journal of Zoology;10.1071/ZO24033;https://www.publish.csiro.au/zo/pdf/ZO24033
GPS tracking informs nest reserve design for an endangered raptor, the grey goshawk (Tachyspiza novaehollandiae), in hostile anthropogenic landscapes;['David A. Young', 'James B. Kirkpatrick'];We used GPS telemetry to investigate space use and movements of 15 grey goshawks (Tachyspiza novaehollandiae) in south-east Tasmania, Australia, between 2021 and 2023. The number of nests per territory in 73 active breeding territories was also determined and inter-nest distances were calculated. Mean minimum convex polygon (MCP) non-breeding season home range size of female goshawks was more than twice as large as the mean breeding season home range size. Home range size of males was similar in the breeding and non-breeding seasons and the MCP estimates suggest their home ranges are much larger than that of females. Tracked goshawks were range residents throughout the year with kernel density (KD) core areas centred on nest trees and preferred foraging locations. Movement patterns were highly recursive although some individuals occasionally undertook long range excursions away from their nests. Mean number of nests per goshawk breeding territory was 2.0 (range 1–6). Median distance between nests in breeding territories was 78.0m (range 1.8–915.0m). We recommend that prescriptive nest reserves for grey goshawks be implemented based on our 50%, 75% and 95% KD core area estimates for females in the breeding season. We provide a conceptualised example of a nest reserve design.;2025/03/14;Australian Journal of Zoology;10.1071/ZO24025;https://www.publish.csiro.au/zo/pdf/ZO24025
Population differentiation in the white-fronted chat (Epthianura albifrons) at a continental scale: implications for dispersal, biogeography and conservation;['Richard E. Major', 'Georgina M. Schlub', 'Rebecca N. Johnson', 'Andrew G. King', 'Gretel S. Major'];The capacity for dispersal is an important determinant of a species’ resilience to decline from the serial extinction of local populations. Dispersal of animals can be difficult to measure directly but population genetics provides a powerful tool for identifying dispersal limits. This study used microsatellite markers to investigate population structuring of the white-fronted chat (Epthianura albifrons) across its geographic range. Because the species is threatened in the north-eastern part of its range, the primary aim was to identify barriers limiting dispersal. Isolation by distance was not apparent across the 3000km mainland range but populations on three oceanic islands, and two mainland sites surrounded by urbanisation, were genetically distinct from each other and the other mainland sites. The small populations that were surrounded by urbanised land had significantly lower genetic diversity (allelic diversity and heterozygosity) than the other mainland populations, with the oceanic island populations showing intermediate levels of diversity. These results suggest that although being a partially nomadic species, which facilitates its dispersal over continuous habitat, the species does not have the flight capacity of some other small passerines and is sensitive to habitat discontinuity. Populations inhabiting small areas of coastal saltmarsh in areas with large human populations are likely to face increasing threat levels.;2025/03/07;Australian Journal of Zoology;10.1071/ZO24037;https://www.publish.csiro.au/zo/pdf/ZO24037
Rocky landform specialists of the Mount Isa Inlier: camera trapping reveals seasonal occupancy and habitat associations of a unique faunal assemblage in an ancient landscape;['Jarrad C. Barnes', 'Elizabeth A. Brunton', 'Mark G. Sanders', 'Christofer J. Clemente'];Rocky landforms offer a complex and persistent habitat for a diverse range of fauna. The Mount Isa Inlier bioregion of north-west Queensland is dominated by such landforms, but the faunal assemblage inhabiting them has received scant attention. We conducted a 13-month camera trap study at 60 camera stations, totalling 21,965 camera days, aimed at detecting the faunal assemblage present on these landforms. We categorised each identified taxon as either a rocky landform specialist or non-specialist. We identified 15 specialists and implemented a multiseason community occupancy model for 12 of these to assess how they utilised rocky landforms over the course of a year, and according to a suite of environmental characteristics. Rates of use of rocky landforms increased in November and decreased in April. At the community level we found higher rates of use of south and west slopes than north slopes, higher rates of use of rocky hills than jumpups, and higher rates of use of metamorphic and igneous geologies than sedimentary ones. We provide the first evidence of this unique community’s use of the landscape through both space and time and highlight broad site characteristics of candidate areas in which to focus future management and conservation initiatives.;2025/03/03;Australian Journal of Zoology;10.1071/ZO24030;https://www.publish.csiro.au/zo/pdf/ZO24030
The reliability of latex weak links on radio collars used to track eastern grey kangaroos (Macropus giganteus);['Tian Chen', 'Naomi Davis', 'Pam Whiteley', 'Lee F. Skerratt', 'Charles El-Hage', 'Jasmin Hufschmid'];"Telemetry neck collars are commonly used to collect spatial data on free ranging animals. Two major challenges in application are entanglement prevention and retrieval of the collars after the study. Weak links made of a degradable material that breaks down while deployed on the animal are a potential solution to reduce entanglement and prevent the need to capture or sedate animals for retrieval. However, weak links can perform inconsistently depending on an animal’s behaviour and environmental factors such as heat and humidity. A study of disease in eastern grey kangaroos (Macropus giganteus) in Victoria, Australia, provided an opportunity to test the performance of 35 radio collars fitted with a latex weak link between May and July 2022. At the conclusion of the study, 20 collars were manually removed from euthanised animals, and 15 detached in the field; all of these broke at the weak link. Of the 15 detached collars, 10 dropped from live animals due to degradation between 106 and 208days (mean = 147 days) after deployment, four kangaroos were found dead and their collars were retrieved nearby and one dropped immediately after attachment. The performance of the device in this study demonstrates the utility of weak links as a cheap and simple remote detachment tool to prevent entanglement and achieve remote detachment of neck collars during animal tracking studies.";2025/02/21;Australian Journal of Zoology;10.1071/ZO24018;https://www.publish.csiro.au/zo/pdf/ZO24018
The next chapter for the Australian Journal of Zoology;['Laura A. B. Wilson', 'Christofer J. Clemente'];The new Editors-in-Chief for the Journal discuss changes to the editorial team, along with their future plans for broadening the Journal’s scope and encouraging submissions across the different article types currently offered by AJZ.;2025/01/06;Australian Journal of Zoology;10.1071/ZO24039;https://www.publish.csiro.au/zo/pdf/ZO24039
Spatial mosaics of small animal communities across habitat and vegetation cover in semiarid Australia;['Shirley S. Chia', 'Keith Leggett', 'Lisa E. Schwanz'];The fluctuating environment of arid lands drives spatial and temporal variation in resource availability and habitat suitability for animals. Patches of vegetative growth may create refuges that allow populations to persist when resources are scarce. Yet the links between fine-scale spatial variation and animal abundance are not well known. Here, we examine whether spatial variation in habitat and microhabitat create spatial mosaics in animal abundance. We surveyed ground-dwelling vertebrates and invertebrates in two adjacent habitats in semiarid Australia (cracking clay floodplains and rocky gibber), and across variation in microhabitat (vegetation cover). There was considerable variation in vegetation cover, creating fine-scale spatial mosaics of microhabitats. However, animal community composition did not vary significantly across the two main habitats. At the microhabitat level, numbers of spiders and reptiles were positively associated with woody vegetation cover. Vegetation cover did not significantly impact other taxonomic groups or overall community composition. The results show that response to microhabitats by animal populations is taxon-specific. Woody shrubs may provide a more reliable or more detectable microhabitat refuge compared to grasses for particular taxa. Informed wildlife conservation in arid lands requires investigating taxon-specific habitat and microhabitat associations, as well as the scale and persistence of these associations.;2024/12/11;Australian Journal of Zoology;10.1071/ZO24023;https://www.publish.csiro.au/zo/pdf/ZO24023
Spatiotemporal distribution of humpback whales off north-west Australia quantifying the Exmouth Gulf nursery area;['Kate R. Sprogis', 'Alicia L. Sutton', 'Micheline-Nicole M. Jenner', 'K. Curt S. Jenner'];Humpback whales (Megaptera novaeangliae) migrate from their Antarctic feeding grounds to their north-west Australian breeding grounds. North-west Australia has experienced rapid development of the mining and petroleum industry, and remains under increasing human pressure. The aim of this study was to examine the spatiotemporal distribution of humpback whales across the north-west: North West Cape, Pilbara and Exmouth Gulf. Aerial surveys (n=184) were conducted from 2000 to 2010. After accounting for survey effort, kernel density estimation was used to assess the monthly distribution of whales. The largest density hotspot of whale groups was the centre to western edge of Exmouth Gulf. The highest encounter rate of mother–calf pairs was in October in Exmouth Gulf (0.0447±0.0082groups/km), which was significantly higher than in the North West Cape and Pilbara (0.0005±0.0002 and 0.0011±0.0005groups/km, respectively). The comparison among the three regions confirms and quantifies Exmouth Gulf as an important nursery area for humpback whale mother–calf pairs. Nursery areas are important for lactating humpback whale mothers as they carry the highest energetic demands in the population. It is crucial that nursery areas remain relatively undisturbed from human pressures so mothers can rest to conserve energy and nurse their young.;2024/11/22;Australian Journal of Zoology;10.1071/ZO24020;https://www.publish.csiro.au/zo/pdf/ZO24020
GPS tracking informs nest reserve design for an endangered raptor, the grey goshawk (Tachyspiza novaehollandiae), in hostile anthropogenic landscapes;['David A. Young', 'James B. Kirkpatrick'];We used GPS telemetry to investigate space use and movements of 15 grey goshawks (Tachyspiza novaehollandiae) in south-east Tasmania, Australia, between 2021 and 2023. The number of nests per territory in 73 active breeding territories was also determined and inter-nest distances were calculated. Mean minimum convex polygon (MCP) non-breeding season home range size of female goshawks was more than twice as large as the mean breeding season home range size. Home range size of males was similar in the breeding and non-breeding seasons and the MCP estimates suggest their home ranges are much larger than that of females. Tracked goshawks were range residents throughout the year with kernel density (KD) core areas centred on nest trees and preferred foraging locations. Movement patterns were highly recursive although some individuals occasionally undertook long range excursions away from their nests. Mean number of nests per goshawk breeding territory was 2.0 (range 1–6). Median distance between nests in breeding territories was 78.0m (range 1.8–915.0m). We recommend that prescriptive nest reserves for grey goshawks be implemented based on our 50%, 75% and 95% KD core area estimates for females in the breeding season. We provide a conceptualised example of a nest reserve design.;2025/03/14;Australian Journal of Zoology;10.1071/ZO24025;https://www.publish.csiro.au/zo/pdf/ZO24025
Rocky landform specialists of the Mount Isa Inlier: camera trapping reveals seasonal occupancy and habitat associations of a unique faunal assemblage in an ancient landscape;['Jarrad C. Barnes', 'Elizabeth A. Brunton', 'Mark G. Sanders', 'Christofer J. Clemente'];Rocky landforms offer a complex and persistent habitat for a diverse range of fauna. The Mount Isa Inlier bioregion of north-west Queensland is dominated by such landforms, but the faunal assemblage inhabiting them has received scant attention. We conducted a 13-month camera trap study at 60 camera stations, totalling 21,965 camera days, aimed at detecting the faunal assemblage present on these landforms. We categorised each identified taxon as either a rocky landform specialist or non-specialist. We identified 15 specialists and implemented a multiseason community occupancy model for 12 of these to assess how they utilised rocky landforms over the course of a year, and according to a suite of environmental characteristics. Rates of use of rocky landforms increased in November and decreased in April. At the community level we found higher rates of use of south and west slopes than north slopes, higher rates of use of rocky hills than jumpups, and higher rates of use of metamorphic and igneous geologies than sedimentary ones. We provide the first evidence of this unique community’s use of the landscape through both space and time and highlight broad site characteristics of candidate areas in which to focus future management and conservation initiatives.;2025/03/03;Australian Journal of Zoology;10.1071/ZO24030;https://www.publish.csiro.au/zo/pdf/ZO24030
Spatiotemporal distribution of humpback whales off north-west Australia quantifying the Exmouth Gulf nursery area;['Kate R. Sprogis', 'Alicia L. Sutton', 'Micheline-Nicole M. Jenner', 'K. Curt S. Jenner'];Humpback whales (Megaptera novaeangliae) migrate from their Antarctic feeding grounds to their north-west Australian breeding grounds. North-west Australia has experienced rapid development of the mining and petroleum industry, and remains under increasing human pressure. The aim of this study was to examine the spatiotemporal distribution of humpback whales across the north-west: North West Cape, Pilbara and Exmouth Gulf. Aerial surveys (n=184) were conducted from 2000 to 2010. After accounting for survey effort, kernel density estimation was used to assess the monthly distribution of whales. The largest density hotspot of whale groups was the centre to western edge of Exmouth Gulf. The highest encounter rate of mother–calf pairs was in October in Exmouth Gulf (0.0447±0.0082groups/km), which was significantly higher than in the North West Cape and Pilbara (0.0005±0.0002 and 0.0011±0.0005groups/km, respectively). The comparison among the three regions confirms and quantifies Exmouth Gulf as an important nursery area for humpback whale mother–calf pairs. Nursery areas are important for lactating humpback whale mothers as they carry the highest energetic demands in the population. It is crucial that nursery areas remain relatively undisturbed from human pressures so mothers can rest to conserve energy and nurse their young.;2024/11/22;Australian Journal of Zoology;10.1071/ZO24020;https://www.publish.csiro.au/zo/pdf/ZO24020
